1.550000000000000e+00	4.729547220190321e+00
1.550000000000000e+00	4.549111863975576e+00
1.550000000000000e+00	4.848739324863830e+00
1.550000000000000e+00	4.675745194720776e+00
1.550000000000000e+00	4.685444886007006e+00
1.550000000000000e+00	4.725577927913906e+00
1.550000000000000e+00	4.752264734541789e+00
1.550000000000000e+00	4.810589598444651e+00
1.550000000000000e+00	4.672652357349817e+00
1.550000000000000e+00	4.763551539802560e+00
1.550000000000000e+00	4.842080597812055e+00
1.550000000000000e+00	4.654808005740088e+00
1.550000000000000e+00	4.827984039790310e+00
1.550000000000000e+00	4.800362846404212e+00
1.550000000000000e+00	4.665900886368841e+00
1.550000000000000e+00	4.617687780117317e+00
1.550000000000000e+00	4.689888040917616e+00
1.550000000000000e+00	4.690834119709820e+00
1.550000000000000e+00	4.721059409978551e+00
1.550000000000000e+00	4.760152439249299e+00
1.550000000000000e+00	4.722748374721320e+00
1.550000000000000e+00	4.875637023457347e+00
1.550000000000000e+00	4.678361688706133e+00
1.550000000000000e+00	4.796404738692241e+00
1.550000000000000e+00	4.736014017278677e+00
1.550000000000000e+00	4.602340525855711e+00
1.550000000000000e+00	4.812407741140115e+00
1.550000000000000e+00	4.829083501481257e+00
1.550000000000000e+00	4.695967045076748e+00
1.550000000000000e+00	4.642210549348858e+00
1.550000000000000e+00	4.704933549325675e+00
1.550000000000000e+00	4.658946362362157e+00
1.550000000000000e+00	4.671757453687857e+00
1.550000000000000e+00	4.780775642442610e+00
1.550000000000000e+00	4.746530424518197e+00
1.550000000000000e+00	4.832286245175867e+00
1.550000000000000e+00	4.712460622602481e+00
1.550000000000000e+00	4.727586906568396e+00
1.550000000000000e+00	4.698425523245918e+00
1.550000000000000e+00	4.658142142153144e+00
1.550000000000000e+00	4.786283213398558e+00
1.550000000000000e+00	4.835998564500132e+00
1.550000000000000e+00	4.728799321665074e+00
1.550000000000000e+00	4.784229311673914e+00
1.550000000000000e+00	4.795702064312480e+00
1.550000000000000e+00	4.728064926654725e+00
1.550000000000000e+00	4.710061208573799e+00
1.550000000000000e+00	4.630825133862855e+00
1.550000000000000e+00	4.827450486685501e+00
